proto,client_id,request_id,payload_bytes,connect_time_s,rtt_s,wall_send,failed,clients,requests_per_client,total_wall_s,throughput_MBps
udp,0,0,64,0.0,0.0012659728527069092,1772756934.373418,False,1,100,0.03317,0.385891
udp,0,1,64,0.0,0.0004966622218489647,1772756934.3746858,False,1,100,0.03317,0.385891
udp,0,2,64,0.0,0.0006666509434580803,1772756934.3751838,False,1,100,0.03317,0.385891
udp,0,3,64,0.0,0.0005772151052951813,1772756934.3758519,False,1,100,0.03317,0.385891
udp,0,4,64,0.0,0.0005075503140687943,1772756934.37643,False,1,100,0.03317,0.385891
udp,0,5,64,0.0,0.0009841695427894592,1772756934.3769388,False,1,100,0.03317,0.385891
udp,0,6,64,0.0,0.0005365628749132156,1772756934.3779285,False,1,100,0.03317,0.385891
udp,0,7,64,0.0,0.0003857538104057312,1772756934.3784652,False,1,100,0.03317,0.385891
udp,0,8,64,0.0,0.0003809938207268715,1772756934.3788545,False,1,100,0.03317,0.385891
udp,0,9,64,0.0,0.0003063175827264786,1772756934.3792338,False,1,100,0.03317,0.385891
udp,0,10,64,0.0,0.0003045210614800453,1772756934.379541,False,1,100,0.03317,0.385891
udp,0,11,64,0.0,0.0003002351149916649,1772756934.3798463,False,1,100,0.03317,0.385891
udp,0,12,64,0.0,0.00029953382909297943,1772756934.3801475,False,1,100,0.03317,0.385891
udp,0,13,64,0.0,0.0003056870773434639,1772756934.380448,False,1,100,0.03317,0.385891
udp,0,14,64,0.0,0.0003056759014725685,1772756934.3807545,False,1,100,0.03317,0.385891
udp,0,15,64,0.0,0.0002994704991579056,1772756934.381061,False,1,100,0.03317,0.385891
udp,0,16,64,0.0,0.0002609444782137871,1772756934.3813615,False,1,100,0.03317,0.385891
udp,0,17,64,0.0,0.00029512494802474976,1772756934.3816233,False,1,100,0.03317,0.385891
udp,0,18,64,0.0,0.0003019943833351135,1772756934.3819191,False,1,100,0.03317,0.385891
udp,0,19,64,0.0,0.0002968050539493561,1772756934.3822224,False,1,100,0.03317,0.385891
udp,0,20,64,0.0,0.00029727164655923843,1772756934.3825226,False,1,100,0.03317,0.385891
udp,0,21,64,0.0,0.0002993084490299225,1772756934.3828206,False,1,100,0.03317,0.385891
udp,0,22,64,0.0,0.0003043040633201599,1772756934.383121,False,1,100,0.03317,0.385891
udp,0,23,64,0.0,0.0003012586385011673,1772756934.383426,False,1,100,0.03317,0.385891
udp,0,24,64,0.0,0.0003031296655535698,1772756934.383728,False,1,100,0.03317,0.385891
udp,0,25,64,0.0,0.0002952292561531067,1772756934.3840325,False,1,100,0.03317,0.385891
udp,0,26,64,0.0,0.000302046537399292,1772756934.3843284,False,1,100,0.03317,0.385891
udp,0,27,64,0.0,0.00030272919684648514,1772756934.3846316,False,1,100,0.03317,0.385891
udp,0,28,64,0.0,0.0003001941367983818,1772756934.3849351,False,1,100,0.03317,0.385891
udp,0,29,64,0.0,0.00028715189546346664,1772756934.3852363,False,1,100,0.03317,0.385891
udp,0,30,64,0.0,0.0002898760139942169,1772756934.3855243,False,1,100,0.03317,0.385891
udp,0,31,64,0.0,0.0002992982044816017,1772756934.3858151,False,1,100,0.03317,0.385891
udp,0,32,64,0.0,0.00028673745691776276,1772756934.3861153,False,1,100,0.03317,0.385891
udp,0,33,64,0.0,0.0002980343997478485,1772756934.386403,False,1,100,0.03317,0.385891
udp,0,34,64,0.0,0.0003041215240955353,1772756934.3867018,False,1,100,0.03317,0.385891
udp,0,35,64,0.0,0.000294683501124382,1772756934.387007,False,1,100,0.03317,0.385891
udp,0,36,64,0.0,0.00030549149960279465,1772756934.3873024,False,1,100,0.03317,0.385891
udp,0,37,64,0.0,0.000299614854156971,1772756934.3876088,False,1,100,0.03317,0.385891
