proto,client_id,request_id,payload_bytes,connect_time_s,rtt_s,wall_send,failed,clients,requests_per_client,total_wall_s,throughput_MBps
udp,0,0,512,0.0,0.001315196044743061,1772757092.2649474,False,100,100,3.12304,3.278857
udp,0,1,512,0.0,0.008044944144785404,1772757092.2662644,False,100,100,3.12304,3.278857
udp,0,2,512,0.0,0.030009637586772442,1772757092.2743106,False,100,100,3.12304,3.278857
udp,0,3,512,0.0,0.031163031235337257,1772757092.3043215,False,100,100,3.12304,3.278857
udp,0,4,512,0.0,0.03068374376744032,1772757092.3354864,False,100,100,3.12304,3.278857
udp,0,5,512,0.0,0.031106606125831604,1772757092.3661718,False,100,100,3.12304,3.278857
udp,0,6,512,0.0,0.03101923782378435,1772757092.3972802,False,100,100,3.12304,3.278857
udp,0,7,512,0.0,0.032039690762758255,1772757092.428301,False,100,100,3.12304,3.278857
udp,0,8,512,0.0,0.03250260930508375,1772757092.4603426,False,100,100,3.12304,3.278857
udp,0,9,512,0.0,0.03291735704988241,1772757092.492847,False,100,100,3.12304,3.278857
udp,0,10,512,0.0,0.031251974403858185,1772757092.525766,False,100,100,3.12304,3.278857
udp,0,11,512,0.0,0.02904039155691862,1772757092.5570197,False,100,100,3.12304,3.278857
udp,0,12,512,0.0,0.02923056110739708,1772757092.5860615,False,100,100,3.12304,3.278857
udp,0,13,512,0.0,0.029845505952835083,1772757092.615294,False,100,100,3.12304,3.278857
udp,0,14,512,0.0,0.03025586809962988,1772757092.6451406,False,100,100,3.12304,3.278857
udp,0,15,512,0.0,0.03011832758784294,1772757092.6753983,False,100,100,3.12304,3.278857
udp,0,16,512,0.0,0.030851155519485474,1772757092.7055178,False,100,100,3.12304,3.278857
udp,0,17,512,0.0,0.03120867069810629,1772757092.7363746,False,100,100,3.12304,3.278857
udp,0,18,512,0.0,0.03282119892537594,1772757092.767585,False,100,100,3.12304,3.278857
udp,0,19,512,0.0,0.03397541120648384,1772757092.800408,False,100,100,3.12304,3.278857
udp,0,20,512,0.0,0.032849146053195,1772757092.834385,False,100,100,3.12304,3.278857
udp,0,21,512,0.0,0.031899796798825264,1772757092.8672357,False,100,100,3.12304,3.278857
udp,0,22,512,0.0,0.030156992375850677,1772757092.899137,False,100,100,3.12304,3.278857
udp,0,23,512,0.0,0.03011868055909872,1772757092.9292955,False,100,100,3.12304,3.278857
udp,0,24,512,0.0,0.03106344025582075,1772757092.959416,False,100,100,3.12304,3.278857
udp,0,25,512,0.0,0.03141422662883997,1772757092.9904852,False,100,100,3.12304,3.278857
udp,0,26,512,0.0,0.03053750190883875,1772757093.0219011,False,100,100,3.12304,3.278857
udp,0,27,512,0.0,0.031238170340657234,1772757093.052445,False,100,100,3.12304,3.278857
udp,0,28,512,0.0,0.03177952952682972,1772757093.0836847,False,100,100,3.12304,3.278857
udp,0,29,512,0.0,0.0320078581571579,1772757093.1154656,False,100,100,3.12304,3.278857
udp,0,30,512,0.0,0.033224291168153286,1772757093.1474752,False,100,100,3.12304,3.278857
udp,0,31,512,0.0,0.03178805485367775,1772757093.1807013,False,100,100,3.12304,3.278857
udp,0,32,512,0.0,0.02981245331466198,1772757093.212491,False,100,100,3.12304,3.278857
udp,0,33,512,0.0,0.029176357202231884,1772757093.242309,False,100,100,3.12304,3.278857
udp,0,34,512,0.0,0.02843806054443121,1772757093.271487,False,100,100,3.12304,3.278857
udp,0,35,512,0.0,0.030223406851291656,1772757093.2999268,False,100,100,3.12304,3.278857
udp,0,36,512,0.0,0.03496543411165476,1772757093.3301518,False,100,100,3.12304,3.278857
udp,0,37,512,0.0,0.03671264834702015,1772757093.3651187,False,100,100,3.12304,3.278857
udp,0,38,512,0.0,0.030460650101304054,1772757093.401833,False,100,100,3.12304,3.278857
udp,0,39,512,0.0,0.030677450820803642,1772757093.4322953,False,100,100,3.12304,3.278857
udp,0,40,512,0.0,0.03184706997126341,1772757093.4629745,False,100,100,3.12304,3.278857
udp,0,41,512,0.0,0.03225934598594904,1772757093.4948273,False,100,100,3.12304,3.278857
udp,0,42,512,0.0,0.03233855403959751,1772757093.5270882,False,100,100,3.12304,3.278857
udp,0,43,512,0.0,0.02996606659144163,1772757093.5594285,False,100,100,3.12304,3.278857
udp,0,44,512,0.0,0.028521964326500893,1772757093.5893962,False,100,100,3.12304,3.278857
udp,0,45,512,0.0,0.028463690541684628,1772757093.6179192,False,100,100,3.12304,3.278857
udp,0,46,512,0.0,0.028932426124811172,1772757093.6463847,False,100,100,3.12304,3.278857
udp,0,47,512,0.0,0.029136668890714645,1772757093.6753187,False,100,100,3.12304,3.278857
udp,0,48,512,0.0,0.029557520523667336,1772757093.7044563,False,100,100,3.12304,3.278857
udp,0,49,512,0.0,0.03022004012018442,1772757093.7340195,False,100,100,3.12304,3.278857
udp,0,50,512,0.0,0.03237073868513107,1772757093.7642412,False,100,100,3.12304,3.278857
udp,0,51,512,0.0,0.03340349439531565,1772757093.7966137,False,100,100,3.12304,3.278857
udp,0,52,512,0.0,0.035132139921188354,1772757093.8300185,False,100,100,3.12304,3.278857
udp,0,53,512,0.0,0.03670493420213461,1772757093.8651526,False,100,100,3.12304,3.278857
udp,0,54,512,0.0,0.03251170180737972,1772757093.901859,False,100,100,3.12304,3.278857
udp,0,55,512,0.0,0.0321591030806303,1772757093.9343724,False,100,100,3.12304,3.278857
udp,0,56,512,0.0,0.03319575637578964,1772757093.9665332,False,100,100,3.12304,3.278857
udp,0,57,512,0.0,0.030617116950452328,1772757093.9997303,False,100,100,3.12304,3.278857
udp,0,58,512,0.0,0.030704407952725887,1772757094.030349,False,100,100,3.12304,3.278857
udp,0,59,512,0.0,0.030222417786717415,1772757094.0610552,False,100,100,3.12304,3.278857
udp,0,60,512,0.0,0.03090623114258051,1772757094.0912793,False,100,100,3.12304,3.278857
udp,0,61,512,0.0,0.02965675573796034,1772757094.1221874,False,100,100,3.12304,3.278857
udp,0,62,512,0.0,0.039977746084332466,1772757094.1518457,False,100,100,3.12304,3.278857
udp,0,63,512,0.0,0.031847914680838585,1772757094.191825,False,100,100,3.12304,3.278857
udp,0,64,512,0.0,0.03138719219714403,1772757094.223674,False,100,100,3.12304,3.278857
