proto,client_id,request_id,payload_bytes,connect_time_s,rtt_s,wall_send,clients,requests_per_client,total_wall_s,throughput_MBps
tcp,0,0,1024,0.0002208007499575615,0.0002179192379117012,1772757289.510607,100,100,0.398026,51.453896
tcp,0,1,1024,0.0,0.00037748925387859344,1772757289.5108268,100,100,0.398026,51.453896
tcp,0,2,1024,0.0,0.00010540522634983063,1772757289.5112054,100,100,0.398026,51.453896
tcp,0,3,1024,0.0,0.0004589539021253586,1772757289.5113118,100,100,0.398026,51.453896
tcp,0,4,1024,0.0,0.0005856649950146675,1772757289.511772,100,100,0.398026,51.453896
tcp,0,5,1024,0.0,0.00042207352817058563,1772757289.5123615,100,100,0.398026,51.453896
tcp,0,6,1024,0.0,0.000954335555434227,1772757289.5127847,100,100,0.398026,51.453896
tcp,0,7,1024,0.0,0.0013838596642017365,1772757289.51374,100,100,0.398026,51.453896
tcp,0,8,1024,0.0,0.0014927089214324951,1772757289.5151248,100,100,0.398026,51.453896
tcp,0,9,1024,0.0,0.0026349863037467003,1772757289.516619,100,100,0.398026,51.453896
tcp,0,10,1024,0.0,0.0031616585329174995,1772757289.5192554,100,100,0.398026,51.453896
tcp,0,11,1024,0.0,0.003368169069290161,1772757289.5224185,100,100,0.398026,51.453896
tcp,0,12,1024,0.0,0.002353265881538391,1772757289.525791,100,100,0.398026,51.453896
tcp,0,13,1024,0.0,0.0022808117792010307,1772757289.528142,100,100,0.398026,51.453896
tcp,0,14,1024,0.0,0.0023177480325102806,1772757289.5304239,100,100,0.398026,51.453896
tcp,0,15,1024,0.0,0.0023474888876080513,1772757289.532743,100,100,0.398026,51.453896
tcp,0,16,1024,0.0,0.0030234158039093018,1772757289.5350914,100,100,0.398026,51.453896
tcp,0,17,1024,0.0,0.006001573987305164,1772757289.538116,100,100,0.398026,51.453896
tcp,0,18,1024,0.0,0.0048181405290961266,1772757289.544119,100,100,0.398026,51.453896
tcp,0,19,1024,0.0,0.0038935700431466103,1772757289.5489383,100,100,0.398026,51.453896
tcp,0,20,1024,0.0,0.0038352040573954582,1772757289.5528328,100,100,0.398026,51.453896
tcp,0,21,1024,0.0,0.003762633539736271,1772757289.556669,100,100,0.398026,51.453896
tcp,0,22,1024,0.0,0.0037558749318122864,1772757289.5604324,100,100,0.398026,51.453896
tcp,0,23,1024,0.0,0.0037546679377555847,1772757289.5641897,100,100,0.398026,51.453896
tcp,0,24,1024,0.0,0.0038581890985369682,1772757289.5679452,100,100,0.398026,51.453896
tcp,0,25,1024,0.0,0.0038468800485134125,1772757289.5718048,100,100,0.398026,51.453896
tcp,0,26,1024,0.0,0.0038260435685515404,1772757289.5756526,100,100,0.398026,51.453896
tcp,0,27,1024,0.0,0.0037782248109579086,1772757289.5794797,100,100,0.398026,51.453896
