proto,client_id,request_id,payload_bytes,connect_time_s,rtt_s,wall_send,clients,requests_per_client,total_wall_s,throughput_MBps
tcp,0,0,512,0.0011115148663520813,0.0012742085382342339,1772756783.132384,100,100,0.342965,29.857305
tcp,0,1,512,0.0,0.0006843414157629013,1772756783.1336596,100,100,0.342965,29.857305
tcp,0,2,512,0.0,0.0008162055164575577,1772756783.1343453,100,100,0.342965,29.857305
tcp,0,3,512,0.0,0.0010178154334425926,1772756783.1351624,100,100,0.342965,29.857305
tcp,0,4,512,0.0,0.0011274563148617744,1772756783.1361809,100,100,0.342965,29.857305
tcp,0,5,512,0.0,0.0004570130258798599,1772756783.137309,100,100,0.342965,29.857305
tcp,0,6,512,0.0,0.00041894055902957916,1772756783.1377695,100,100,0.342965,29.857305
tcp,0,7,512,0.0,0.0005978178232908249,1772756783.138189,100,100,0.342965,29.857305
tcp,0,8,512,0.0,0.001390565186738968,1772756783.1387873,100,100,0.342965,29.857305
tcp,0,9,512,0.0,0.0017054202035069466,1772756783.1401787,100,100,0.342965,29.857305
tcp,0,10,512,0.0,0.0027595097199082375,1772756783.141885,100,100,0.342965,29.857305
tcp,0,11,512,0.0,0.004669440910220146,1772756783.144645,100,100,0.342965,29.857305
tcp,0,12,512,0.0,0.0062522878870368,1772756783.149315,100,100,0.342965,29.857305
tcp,0,13,512,0.0,0.0031728381291031837,1772756783.1555681,100,100,0.342965,29.857305
tcp,0,14,512,0.0,0.002180567942559719,1772756783.158742,100,100,0.342965,29.857305
tcp,0,15,512,0.0,0.002179148606956005,1772756783.1609235,100,100,0.342965,29.857305
tcp,0,16,512,0.0,0.002137713134288788,1772756783.1631033,100,100,0.342965,29.857305
tcp,0,17,512,0.0,0.0021358001977205276,1772756783.1652417,100,100,0.342965,29.857305
tcp,0,18,512,0.0,0.0028856229037046432,1772756783.167378,100,100,0.342965,29.857305
tcp,0,19,512,0.0,0.005473918281495571,1772756783.1702642,100,100,0.342965,29.857305
tcp,0,20,512,0.0,0.004189853556454182,1772756783.175739,100,100,0.342965,29.857305
tcp,0,21,512,0.0,0.0035851839929819107,1772756783.17993,100,100,0.342965,29.857305
tcp,0,22,512,0.0,0.003560023382306099,1772756783.1835163,100,100,0.342965,29.857305
tcp,0,23,512,0.0,0.003541981801390648,1772756783.187077,100,100,0.342965,29.857305
tcp,0,24,512,0.0,0.00347947608679533,1772756783.19062,100,100,0.342965,29.857305
tcp,0,25,512,0.0,0.003591046668589115,1772756783.1941004,100,100,0.342965,29.857305
tcp,0,26,512,0.0,0.0034719910472631454,1772756783.1976924,100,100,0.342965,29.857305
tcp,0,27,512,0.0,0.0035571735352277756,1772756783.201165,100,100,0.342965,29.857305
tcp,0,28,512,0.0,0.0034343311563134193,1772756783.2047231,100,100,0.342965,29.857305
tcp,0,29,512,0.0,0.0034190723672509193,1772756783.2081585,100,100,0.342965,29.857305
tcp,0,30,512,0.0,0.0035838782787323,1772756783.2115784,100,100,0.342965,29.857305
tcp,0,31,512,0.0,0.003347819671034813,1772756783.2151632,100,100,0.342965,29.857305
tcp,0,32,512,0.0,0.00336421187967062,1772756783.2185116,100,100,0.342965,29.857305
tcp,0,33,512,0.0,0.0034569455310702324,1772756783.221877,100,100,0.342965,29.857305
tcp,0,34,512,0.0,0.0031011411920189857,1772756783.225335,100,100,0.342965,29.857305
tcp,0,35,512,0.0,0.0030363816767930984,1772756783.2284367,100,100,0.342965,29.857305
tcp,0,36,512,0.0,0.0029981620609760284,1772756783.2314742,100,100,0.342965,29.857305
tcp,0,37,512,0.0,0.0029440009966492653,1772756783.234473,100,100,0.342965,29.857305
tcp,0,38,512,0.0,0.002979896031320095,1772756783.2374177,100,100,0.342965,29.857305
tcp,0,39,512,0.0,0.0030136387795209885,1772756783.2403984,100,100,0.342965,29.857305
tcp,0,40,512,0.0,0.0030437959358096123,1772756783.2434127,100,100,0.342965,29.857305
tcp,0,41,512,0.0,0.003000793047249317,1772756783.2464576,100,100,0.342965,29.857305
tcp,0,42,512,0.0,0.0030599450692534447,1772756783.2494593,100,100,0.342965,29.857305
tcp,0,43,512,0.0,0.0030493875965476036,1772756783.2525198,100,100,0.342965,29.857305
tcp,0,44,512,0.0,0.003109646961092949,1772756783.2555728,100,100,0.342965,29.857305
tcp,0,45,512,0.0,0.003010835498571396,1772756783.258683,100,100,0.342965,29.857305
tcp,0,46,512,0.0,0.003062821924686432,1772756783.2616944,100,100,0.342965,29.857305
tcp,0,47,512,0.0,0.0031281718984246254,1772756783.264758,100,100,0.342965,29.857305
tcp,0,48,512,0.0,0.0030198926106095314,1772756783.267887,100,100,0.342965,29.857305
tcp,0,49,512,0.0,0.0030215391889214516,1772756783.2709076,100,100,0.342965,29.857305
tcp,0,50,512,0.0,0.003094407729804516,1772756783.2739303,100,100,0.342965,29.857305
tcp,0,51,512,0.0,0.0030570505186915398,1772756783.2770252,100,100,0.342965,29.857305
tcp,0,52,512,0.0,0.0030119260773062706,1772756783.2800832,100,100,0.342965,29.857305
tcp,0,53,512,0.0,0.003237730823457241,1772756783.283096,100,100,0.342965,29.857305
tcp,0,54,512,0.0,0.00290692038834095,1772756783.2863345,100,100,0.342965,29.857305
tcp,0,55,512,0.0,0.00299752876162529,1772756783.2892423,100,100,0.342965,29.857305
tcp,0,56,512,0.0,0.0030621765181422234,1772756783.2922409,100,100,0.342965,29.857305
tcp,0,57,512,0.0,0.0030685607343912125,1772756783.2953043,100,100,0.342965,29.857305
tcp,0,58,512,0.0,0.002957897260785103,1772756783.2983737,100,100,0.342965,29.857305
tcp,0,59,512,0.0,0.0029843440279364586,1772756783.3013322,100,100,0.342965,29.857305
tcp,0,60,512,0.0,0.0030415095388889313,1772756783.3043175,100,100,0.342965,29.857305
tcp,0,61,512,0.0,0.0031184088438749313,1772756783.3073597,100,100,0.342965,29.857305
tcp,0,62,512,0.0,0.002984742633998394,1772756783.310479,100,100,0.342965,29.857305
tcp,0,63,512,0.0,0.0029819607734680176,1772756783.3134644,100,100,0.342965,29.857305
tcp,0,64,512,0.0,0.002976583316922188,1772756783.316447,100,100,0.342965,29.857305
tcp,0,65,512,0.0,0.0029305974021553993,1772756783.3194249,100,100,0.342965,29.857305
tcp,0,66,512,0.0,0.0030996864661574364,1772756783.322356,100,100,0.342965,29.857305
tcp,0,67,512,0.0,0.002971891313791275,1772756783.3254566,100,100,0.342965,29.857305
tcp,0,68,512,0.0,0.003041890449821949,1772756783.3284292,100,100,0.342965,29.857305
tcp,0,69,512,0.0,0.0030178409069776535,1772756783.331472,100,100,0.342965,29.857305
tcp,0,70,512,0.0,0.0029843905940651894,1772756783.3344905,100,100,0.342965,29.857305
tcp,0,71,512,0.0,0.0030439672991633415,1772756783.3374758,100,100,0.342965,29.857305
tcp,0,72,512,0.0,0.0030241701751947403,1772756783.3405206,100,100,0.342965,29.857305
tcp,0,73,512,0.0,0.0030503766611218452,1772756783.3435457,100,100,0.342965,29.857305
tcp,0,74,512,0.0,0.0031705470755696297,1772756783.346597,100,100,0.342965,29.857305
tcp,0,75,512,0.0,0.002990500070154667,1772756783.3497682,100,100,0.342965,29.857305
tcp,0,76,512,0.0,0.0030719153583049774,1772756783.3527594,100,100,0.342965,29.857305
tcp,0,77,512,0.0,0.0030870214104652405,1772756783.3558326,100,100,0.342965,29.857305
tcp,0,78,512,0.0,0.0030006887391209602,1772756783.3589203,100,100,0.342965,29.857305
tcp,0,79,512,0.0,0.00019809696823358536,1772756783.361922,100,100,0.342965,29.857305
tcp,0,80,512,0.0,0.003118717111647129,1772756783.3621206,100,100,0.342965,29.857305
tcp,0,81,512,0.0,0.003021273761987686,1772756783.3652403,100,100,0.342965,29.857305
tcp,0,82,512,0.0,0.0031322333961725235,1772756783.3682623,100,100,0.342965,29.857305
tcp,0,83,512,0.0,0.002955026924610138,1772756783.3713953,100,100,0.342965,29.857305
tcp,0,84,512,0.0,0.0030510220676660538,1772756783.3743513,100,100,0.342965,29.857305
tcp,0,85,512,0.0,0.0029328763484954834,1772756783.377403,100,100,0.342965,29.857305
tcp,0,86,512,0.0,0.0031208759173750877,1772756783.380337,100,100,0.342965,29.857305
tcp,0,87,512,0.0,0.0031086523085832596,1772756783.3834584,100,100,0.342965,29.857305
tcp,0,88,512,0.0,0.0030316244810819626,1772756783.3865678,100,100,0.342965,29.857305
tcp,0,89,512,0.0,0.0030659763142466545,1772756783.3896003,100,100,0.342965,29.857305
tcp,0,90,512,0.0,0.0031075673177838326,1772756783.392667,100,100,0.342965,29.857305
tcp,0,91,512,0.0,0.0031521106138825417,1772756783.3957756,100,100,0.342965,29.857305
tcp,0,92,512,0.0,0.0031054969877004623,1772756783.3989284,100,100,0.342965,29.857305
tcp,0,93,512,0.0,0.0029682768508791924,1772756783.402035,100,100,0.342965,29.857305
tcp,0,94,512,0.0,0.0030883988365530968,1772756783.4050043,100,100,0.342965,29.857305
tcp,0,95,512,0.0,0.0029907673597335815,1772756783.408093,100,100,0.342965,29.857305
