proto,client_id,request_id,payload_bytes,connect_time_s,rtt_s,wall_send,clients,requests_per_client,total_wall_s,throughput_MBps
tcp,0,0,64,0.00016555096954107285,0.0002850480377674103,1772757280.8498478,10,100,0.036998,3.459621
tcp,0,1,64,0.0,0.00013839732855558395,1772757280.8501377,10,100,0.036998,3.459621
tcp,0,2,64,0.0,0.0006142007187008858,1772757280.850277,10,100,0.036998,3.459621
tcp,0,3,64,0.0,0.00039604678750038147,1772757280.8508928,10,100,0.036998,3.459621
tcp,0,4,64,0.0,0.000507931225001812,1772757280.8512905,10,100,0.036998,3.459621
tcp,0,5,64,0.0,0.0004810551181435585,1772757280.8517997,10,100,0.036998,3.459621
tcp,0,6,64,0.0,0.0003702007234096527,1772757280.852282,10,100,0.036998,3.459621
tcp,0,7,64,0.0,0.0003395909443497658,1772757280.8526537,10,100,0.036998,3.459621
tcp,0,8,64,0.0,0.0004288284108042717,1772757280.852995,10,100,0.036998,3.459621
tcp,0,9,64,0.0,0.0004666987806558609,1772757280.8534248,10,100,0.036998,3.459621
tcp,0,10,64,0.0,0.00038218870759010315,1772757280.8538923,10,100,0.036998,3.459621
tcp,0,11,64,0.0,0.0003700144588947296,1772757280.8542755,10,100,0.036998,3.459621
tcp,0,12,64,0.0,0.0003693019971251488,1772757280.8546464,10,100,0.036998,3.459621
tcp,0,13,64,0.0,0.00036295317113399506,1772757280.8550167,10,100,0.036998,3.459621
tcp,0,14,64,0.0,0.00037138909101486206,1772757280.8553805,10,100,0.036998,3.459621
tcp,0,15,64,0.0,0.0003482624888420105,1772757280.8557527,10,100,0.036998,3.459621
tcp,0,16,64,0.0,0.0003418233245611191,1772757280.856102,10,100,0.036998,3.459621
tcp,0,17,64,0.0,0.0003569982945919037,1772757280.8564448,10,100,0.036998,3.459621
tcp,0,18,64,0.0,0.00030331406742334366,1772757280.8568027,10,100,0.036998,3.459621
tcp,0,19,64,0.0,0.00039994437247514725,1772757280.857107,10,100,0.036998,3.459621
tcp,0,20,64,0.0,0.00035519804805517197,1772757280.8575075,10,100,0.036998,3.459621
tcp,0,21,64,0.0,0.00033821165561676025,1772757280.8578637,10,100,0.036998,3.459621
tcp,0,22,64,0.0,0.0003636041656136513,1772757280.858203,10,100,0.036998,3.459621
tcp,0,23,64,0.0,0.0003359708935022354,1772757280.8585675,10,100,0.036998,3.459621
tcp,0,24,64,0.0,0.0003531845286488533,1772757280.8589041,10,100,0.036998,3.459621
tcp,0,25,64,0.0,0.00033519044518470764,1772757280.8592584,10,100,0.036998,3.459621
tcp,0,26,64,0.0,0.00031875353306531906,1772757280.8595946,10,100,0.036998,3.459621
tcp,0,27,64,0.0,0.000344972126185894,1772757280.859914,10,100,0.036998,3.459621
tcp,0,28,64,0.0,0.00034669507294893265,1772757280.8602598,10,100,0.036998,3.459621
tcp,0,29,64,0.0,0.00036079902201890945,1772757280.8606074,10,100,0.036998,3.459621
tcp,0,30,64,0.0,0.00034616515040397644,1772757280.8609693,10,100,0.036998,3.459621
tcp,0,31,64,0.0,0.0003539184108376503,1772757280.8613164,10,100,0.036998,3.459621
tcp,0,32,64,0.0,0.0003383057191967964,1772757280.8616712,10,100,0.036998,3.459621
tcp,0,33,64,0.0,0.00032989587634801865,1772757280.8620105,10,100,0.036998,3.459621
tcp,0,34,64,0.0,0.00037088803946971893,1772757280.8623412,10,100,0.036998,3.459621
tcp,0,35,64,0.0,0.0003444645553827286,1772757280.862713,10,100,0.036998,3.459621
tcp,0,36,64,0.0,0.00034269969910383224,1772757280.8630583,10,100,0.036998,3.459621
tcp,0,37,64,0.0,0.0003441907465457916,1772757280.863402,10,100,0.036998,3.459621
tcp,0,38,64,0.0,0.0003456464037299156,1772757280.863747,10,100,0.036998,3.459621
