proto,client_id,request_id,payload_bytes,connect_time_s,rtt_s,wall_send,failed,clients,requests_per_client,total_wall_s,throughput_MBps
udp,0,0,8192,0.0,0.0013522598892450333,1772757058.6595464,False,10,100,0.35919,45.613774
udp,0,1,8192,0.0,0.008987708948552608,1772757058.6609004,False,10,100,0.35919,45.613774
udp,0,2,8192,0.0,0.003669220954179764,1772757058.6698892,False,10,100,0.35919,45.613774
udp,0,3,8192,0.0,0.0050004953518509865,1772757058.6735597,False,10,100,0.35919,45.613774
udp,0,4,8192,0.0,0.006135866977274418,1772757058.6785612,False,10,100,0.35919,45.613774
udp,0,5,8192,0.0,0.005097580142319202,1772757058.6846986,False,10,100,0.35919,45.613774
udp,0,6,8192,0.0,0.003901601769030094,1772757058.6897974,False,10,100,0.35919,45.613774
udp,0,7,8192,0.0,0.0045373206958174706,1772757058.6937,False,10,100,0.35919,45.613774
udp,0,8,8192,0.0,0.004462508484721184,1772757058.6982384,False,10,100,0.35919,45.613774
udp,0,9,8192,0.0,0.0031060446053743362,1772757058.702702,False,10,100,0.35919,45.613774
udp,0,10,8192,0.0,0.003597881644964218,1772757058.705809,False,10,100,0.35919,45.613774
udp,0,11,8192,0.0,0.0037048039957880974,1772757058.7094083,False,10,100,0.35919,45.613774
udp,0,12,8192,0.0,0.003398856148123741,1772757058.713114,False,10,100,0.35919,45.613774
udp,0,13,8192,0.0,0.003362378105521202,1772757058.7165139,False,10,100,0.35919,45.613774
udp,0,14,8192,0.0,0.0034556621685624123,1772757058.7198775,False,10,100,0.35919,45.613774
udp,0,15,8192,0.0,0.0035513639450073242,1772757058.7233338,False,10,100,0.35919,45.613774
udp,0,16,8192,0.0,0.003206775523722172,1772757058.7268865,False,10,100,0.35919,45.613774
udp,0,17,8192,0.0,0.003387278877198696,1772757058.7300944,False,10,100,0.35919,45.613774
udp,0,18,8192,0.0,0.003873620182275772,1772757058.7334828,False,10,100,0.35919,45.613774
udp,0,19,8192,0.0,0.0031967535614967346,1772757058.7373574,False,10,100,0.35919,45.613774
udp,0,20,8192,0.0,0.0034372741356492043,1772757058.7405553,False,10,100,0.35919,45.613774
udp,0,21,8192,0.0,0.0037876516580581665,1772757058.7439935,False,10,100,0.35919,45.613774
udp,0,22,8192,0.0,0.003440091386437416,1772757058.7477822,False,10,100,0.35919,45.613774
udp,0,23,8192,0.0,0.0033592386171221733,1772757058.7512233,False,10,100,0.35919,45.613774
udp,0,24,8192,0.0,0.00346264336258173,1772757058.7545836,False,10,100,0.35919,45.613774
udp,0,25,8192,0.0,0.0036733560264110565,1772757058.7580476,False,10,100,0.35919,45.613774
udp,0,26,8192,0.0,0.0031712371855974197,1772757058.7617218,False,10,100,0.35919,45.613774
udp,0,27,8192,0.0,0.003596806898713112,1772757058.764894,False,10,100,0.35919,45.613774
udp,0,28,8192,0.0,0.0038834940642118454,1772757058.7684917,False,10,100,0.35919,45.613774
udp,0,29,8192,0.0,0.0031613055616617203,1772757058.7723763,False,10,100,0.35919,45.613774
udp,0,30,8192,0.0,0.003369787707924843,1772757058.7755387,False,10,100,0.35919,45.613774
udp,0,31,8192,0.0,0.003548874519765377,1772757058.7789097,False,10,100,0.35919,45.613774
udp,0,32,8192,0.0,0.003586089238524437,1772757058.7824636,False,10,100,0.35919,45.613774
udp,0,33,8192,0.0,0.0032924022525548935,1772757058.7860508,False,10,100,0.35919,45.613774
udp,0,34,8192,0.0,0.0035228198394179344,1772757058.789347,False,10,100,0.35919,45.613774
udp,0,35,8192,0.0,0.003821403719484806,1772757058.7928708,False,10,100,0.35919,45.613774
udp,0,36,8192,0.0,0.0033692317083477974,1772757058.796693,False,10,100,0.35919,45.613774
udp,0,37,8192,0.0,0.003754786215722561,1772757058.8000631,False,10,100,0.35919,45.613774
udp,0,38,8192,0.0,0.004038393497467041,1772757058.803819,False,10,100,0.35919,45.613774
udp,0,39,8192,0.0,0.003167342394590378,1772757058.8078585,False,10,100,0.35919,45.613774
udp,0,40,8192,0.0,0.0033370908349752426,1772757058.811027,False,10,100,0.35919,45.613774
udp,0,41,8192,0.0,0.003435898572206497,1772757058.8143651,False,10,100,0.35919,45.613774
udp,0,42,8192,0.0,0.0034806160256266594,1772757058.8178022,False,10,100,0.35919,45.613774
udp,0,43,8192,0.0,0.00318705290555954,1772757058.8212836,False,10,100,0.35919,45.613774
udp,0,44,8192,0.0,0.0032876031473279,1772757058.8244715,False,10,100,0.35919,45.613774
