proto,client_id,request_id,payload_bytes,connect_time_s,rtt_s,wall_send,failed,clients,requests_per_client,total_wall_s,throughput_MBps
udp,0,0,1024,0.0,0.001301819458603859,1772757109.274658,False,100,100,3.213269,6.373571
udp,0,1,1024,0.0,0.005826032720506191,1772757109.2759619,False,100,100,3.213269,6.373571
udp,0,2,1024,0.0,0.025137770920991898,1772757109.2817888,False,100,100,3.213269,6.373571
udp,0,3,1024,0.0,0.03596827294677496,1772757109.3069282,False,100,100,3.213269,6.373571
udp,0,4,1024,0.0,0.03574488218873739,1772757109.3428977,False,100,100,3.213269,6.373571
udp,0,5,1024,0.0,0.03920888248831034,1772757109.3786438,False,100,100,3.213269,6.373571
udp,0,6,1024,0.0,0.03451074380427599,1772757109.4178536,False,100,100,3.213269,6.373571
udp,0,7,1024,0.0,0.03434943314641714,1772757109.4523659,False,100,100,3.213269,6.373571
udp,0,8,1024,0.0,0.04324597958475351,1772757109.4867163,False,100,100,3.213269,6.373571
udp,0,9,1024,0.0,0.03757206164300442,1772757109.5299644,False,100,100,3.213269,6.373571
udp,0,10,1024,0.0,0.0334105771034956,1772757109.5675373,False,100,100,3.213269,6.373571
udp,0,11,1024,0.0,0.031077482737600803,1772757109.600949,False,100,100,3.213269,6.373571
udp,0,12,1024,0.0,0.03088591806590557,1772757109.6320274,False,100,100,3.213269,6.373571
udp,0,13,1024,0.0,0.03119442332535982,1772757109.6629143,False,100,100,3.213269,6.373571
udp,0,14,1024,0.0,0.03254064451903105,1772757109.6941097,False,100,100,3.213269,6.373571
udp,0,15,1024,0.0,0.032953609712421894,1772757109.7266514,False,100,100,3.213269,6.373571
udp,0,16,1024,0.0,0.03497422207146883,1772757109.7596061,False,100,100,3.213269,6.373571
udp,0,17,1024,0.0,0.03544000722467899,1772757109.7945814,False,100,100,3.213269,6.373571
udp,0,18,1024,0.0,0.03646704647690058,1772757109.8300226,False,100,100,3.213269,6.373571
