proto,client_id,request_id,payload_bytes,connect_time_s,rtt_s,wall_send,clients,requests_per_client,total_wall_s,throughput_MBps
tcp,0,0,512,0.00018554087728261948,0.0001975037157535553,1772757281.9618242,10,100,0.044128,23.205378
tcp,0,1,512,0.0,0.00029607582837343216,1772757281.9620235,10,100,0.044128,23.205378
tcp,0,2,512,0.0,0.00032248254865407944,1772757281.962321,10,100,0.044128,23.205378
tcp,0,3,512,0.0,0.00016410741955041885,1772757281.962645,10,100,0.044128,23.205378
tcp,0,4,512,0.0,0.0004413248971104622,1772757281.9628103,10,100,0.044128,23.205378
tcp,0,5,512,0.0,0.0005042646080255508,1772757281.963253,10,100,0.044128,23.205378
tcp,0,6,512,0.0,0.00067113246768713,1772757281.963759,10,100,0.044128,23.205378
tcp,0,7,512,0.0,0.0004931753501296043,1772757281.9644315,10,100,0.044128,23.205378
tcp,0,8,512,0.0,0.00039420370012521744,1772757281.9649262,10,100,0.044128,23.205378
tcp,0,9,512,0.0,0.000528545118868351,1772757281.9653215,10,100,0.044128,23.205378
tcp,0,10,512,0.0,0.0003770003095269203,1772757281.9658513,10,100,0.044128,23.205378
tcp,0,11,512,0.0,0.00046905316412448883,1772757281.9662294,10,100,0.044128,23.205378
tcp,0,12,512,0.0,0.0004224572330713272,1772757281.9666996,10,100,0.044128,23.205378
tcp,0,13,512,0.0,0.0004922254011034966,1772757281.9671233,10,100,0.044128,23.205378
tcp,0,14,512,0.0,0.0004708673804998398,1772757281.9676166,10,100,0.044128,23.205378
tcp,0,15,512,0.0,0.00047227833420038223,1772757281.968089,10,100,0.044128,23.205378
tcp,0,16,512,0.0,0.0004782695323228836,1772757281.9685624,10,100,0.044128,23.205378
tcp,0,17,512,0.0,0.0003891708329319954,1772757281.9690418,10,100,0.044128,23.205378
tcp,0,18,512,0.0,0.00044775940477848053,1772757281.969432,10,100,0.044128,23.205378
tcp,0,19,512,0.0,0.000414934940636158,1772757281.9698806,10,100,0.044128,23.205378
tcp,0,20,512,0.0,0.00042672641575336456,1772757281.9702964,10,100,0.044128,23.205378
tcp,0,21,512,0.0,0.0003973422572016716,1772757281.970724,10,100,0.044128,23.205378
tcp,0,22,512,0.0,0.0004124194383621216,1772757281.9711225,10,100,0.044128,23.205378
tcp,0,23,512,0.0,0.000395103357732296,1772757281.9715388,10,100,0.044128,23.205378
tcp,0,24,512,0.0,0.00041682831943035126,1772757281.971935,10,100,0.044128,23.205378
tcp,0,25,512,0.0,0.0003550807014107704,1772757281.972353,10,100,0.044128,23.205378
tcp,0,26,512,0.0,0.0003383345901966095,1772757281.9727087,10,100,0.044128,23.205378
tcp,0,27,512,0.0,0.00034047849476337433,1772757281.9730506,10,100,0.044128,23.205378
tcp,0,28,512,0.0,0.0003641396760940552,1772757281.9733918,10,100,0.044128,23.205378
tcp,0,29,512,0.0,0.00039313919842243195,1772757281.9737597,10,100,0.044128,23.205378
tcp,0,30,512,0.0,0.0004169438034296036,1772757281.9741535,10,100,0.044128,23.205378
tcp,0,31,512,0.0,0.00031872186809778214,1772757281.9745712,10,100,0.044128,23.205378
tcp,0,32,512,0.0,0.00039712991565465927,1772757281.9748912,10,100,0.044128,23.205378
tcp,0,33,512,0.0,0.00037070363759994507,1772757281.9752898,10,100,0.044128,23.205378
tcp,0,34,512,0.0,0.00046356767416000366,1772757281.9756615,10,100,0.044128,23.205378
tcp,0,35,512,0.0,0.0005068955942988396,1772757281.9761264,10,100,0.044128,23.205378
tcp,0,36,512,0.0,0.00038725603371858597,1772757281.9766343,10,100,0.044128,23.205378
tcp,0,37,512,0.0,0.00044242013245821,1772757281.9770226,10,100,0.044128,23.205378
tcp,0,38,512,0.0,3.0229799449443817e-05,1772757281.9774663,10,100,0.044128,23.205378
tcp,0,39,512,0.0,0.0003994610160589218,1772757281.9774973,10,100,0.044128,23.205378
tcp,0,40,512,0.0,0.00036193709820508957,1772757281.9778974,10,100,0.044128,23.205378
tcp,0,41,512,0.0,0.0004076855257153511,1772757281.978261,10,100,0.044128,23.205378
tcp,0,42,512,0.0,0.0004145791754126549,1772757281.9786696,10,100,0.044128,23.205378
tcp,0,43,512,0.0,0.00035996828228235245,1772757281.9790852,10,100,0.044128,23.205378
tcp,0,44,512,0.0,0.00042966846376657486,1772757281.9794464,10,100,0.044128,23.205378
tcp,0,45,512,0.0,0.00040852371603250504,1772757281.9798775,10,100,0.044128,23.205378
tcp,0,46,512,0.0,0.00042833108454942703,1772757281.980287,10,100,0.044128,23.205378
tcp,0,47,512,0.0,0.00032994896173477173,1772757281.9807165,10,100,0.044128,23.205378
tcp,0,48,512,0.0,0.00045750103890895844,1772757281.9810474,10,100,0.044128,23.205378
tcp,0,49,512,0.0,0.00036126282066106796,1772757281.981506,10,100,0.044128,23.205378
tcp,0,50,512,0.0,0.0003061564639210701,1772757281.981868,10,100,0.044128,23.205378
tcp,0,51,512,0.0,0.00036857370287179947,1772757281.9821754,10,100,0.044128,23.205378
tcp,0,52,512,0.0,0.00038120243698358536,1772757281.9825482,10,100,0.044128,23.205378
tcp,0,53,512,0.0,0.00042100343853235245,1772757281.9829307,10,100,0.044128,23.205378
tcp,0,54,512,0.0,0.0004912214353680611,1772757281.9833527,10,100,0.044128,23.205378
tcp,0,55,512,0.0,0.00042369216680526733,1772757281.9838445,10,100,0.044128,23.205378
tcp,0,56,512,0.0,0.00044645369052886963,1772757281.984269,10,100,0.044128,23.205378
tcp,0,57,512,0.0,0.00040536094456911087,1772757281.9847162,10,100,0.044128,23.205378
tcp,0,58,512,0.0,0.00041227322071790695,1772757281.9851234,10,100,0.044128,23.205378
tcp,0,59,512,0.0,0.0004306640475988388,1772757281.9855366,10,100,0.044128,23.205378
tcp,0,60,512,0.0,0.00038971006870269775,1772757281.985968,10,100,0.044128,23.205378
tcp,0,61,512,0.0,0.0003849826753139496,1772757281.9863591,10,100,0.044128,23.205378
tcp,0,62,512,0.0,0.00036652013659477234,1772757281.986745,10,100,0.044128,23.205378
tcp,0,63,512,0.0,0.0004114806652069092,1772757281.9871128,10,100,0.044128,23.205378
tcp,0,64,512,0.0,0.0004090797156095505,1772757281.9875393,10,100,0.044128,23.205378
tcp,0,65,512,0.0,0.0004374636337161064,1772757281.9879498,10,100,0.044128,23.205378
tcp,0,66,512,0.0,0.00047409534454345703,1772757281.988388,10,100,0.044128,23.205378
tcp,0,67,512,0.0,0.00042852386832237244,1772757281.9888628,10,100,0.044128,23.205378
tcp,0,68,512,0.0,0.00036412570625543594,1772757281.9892926,10,100,0.044128,23.205378
tcp,0,69,512,0.0,0.0004741521552205086,1772757281.9896574,10,100,0.044128,23.205378
